Stock,Date,Open,High,Low,Close,Volume,SMA_10,RSI,MACD,Bollinger_Upper,Bollinger_Lower,GDP_Growth,Inflation_Rate,Interest_Rate,Sentiment_Score,Next_Close,Target
AAPL,2016-03-18,231.18483805635228,239.74761462747423,230.83871622610636,231.51558245692743,1697611,334.99020079068845,19.15669472,-4.438367446,243.37028794035712,226.44672620700038,2.698826594486736,2.641469266257269,3.8486297369740976,-0.248249653,236.06733761634544,1
AAPL,2016-03-23,276.2280968517907,290.51423874328816,269.94647229100997,280.24292582875796,2935828,276.64411831334246,51.67389159,-3.083556572,285.76155214490524,267.06027814629334,3.346114718082242,1.8916128420360165,3.267680638854309,-0.848745888,283.3518860172643,1
AAPL,2016-03-28,253.53241993305338,261.7993562919145,247.53635672843487,257.4393664770415,3522806,252.44814788143782,65.41101953253846,1.4200377764715917,269.9759135372411,247.41488065301783,2.522913181,2.5982530875696597,2.860234405709864,0.4105906693992287,254.0488219892253,0
AAPL,2016-04-11,488.8410803291647,487.7549091052561,475.83892517245505,485.79695137466007,3319988,239.6871375095313,70.18548591929846,0.5700015964291474,497.0750872543668,479.2512870160148,3.237187476473829,1.966639385290432,3.085881340283134,0.4028318619482605,490.6483940282814,1
AAPL,2016-04-14,129.14826645265563,130.9939541202844,124.24441598466244,130.25711432484917,1417190,170.59525743458357,35.39453909035801,-3.341751283,144.8122662796479,124.1348041362406,2.5530973593283792,2.0110773841737632,3.780200854571926,-0.888432396,131.4853361083295,1
AAPL,2016-04-22,151.69338774229897,159.04026030195388,148.31442001164248,152.86331775760095,3812136,287.3893927052785,56.363555836271864,1.352927002444754,158.40193240496745,139.1644339077848,2.6213490253430027,1.5159866209580728,0.8886813263969117,-0.325138253,154.6936655185953,1
AAPL,2016-04-25,254.08734814259367,258.77543382384874,246.8141691462439,256.07635716039397,1383026,301.1813481611057,74.48981303478824,-0.729395186,270.51375081959617,250.8760621833003,2.954506491898922,2.5059301406808894,1.6897453842887458,0.607004289,259.26032861697536,1
AAPL,2016-05-02,358.4016011515875,362.4677518478929,354.6617254951983,359.02425200754266,1515225,330.0385382374578,14.019159538982464,2.939756246787752,364.92317459199273,347.8594608596637,3.095064882,2.9140651993252678,3.7311578548991244,-0.769252225,360.3866761320347,1
AAPL,2016-05-11,173.83043871261978,175.19036755992335,170.51065545619636,171.42044193951955,4636231,205.55926135153345,73.27498689198978,-2.571878409,178.9731153665956,162.69554827505442,3.4440816038823243,2.773078286382164,3.6624595472524066,0.5969890509727946,172.74441895331822,1
AAPL,2016-05-12,178.7655845306568,178.41512819682956,176.05295049313742,177.75062410427915,3474029,217.6194639424724,20.339549976679283,-2.779938663,183.06377320090166,167.5506447,2.9551823453561386,2.0283496976904494,2.2612748629999895,0.20227563357559553,175.33607019910121,0
AAPL,2016-05-13,216.54818330453293,215.09835389410148,208.14975316221367,212.67901645349596,1675875,311.4094963360743,67.76029412381439,-2.980244982,226.50709899457908,204.5106532228189,2.6032324274364402,1.7771224650594037,1.7094193457993854,-0.217200468,208.89173149562322,0
AAPL,2016-05-24,286.0817700300009,288.3707389242721,279.7832169084461,285.53608080554073,3345709,238.5800929337902,22.731449211345065,-0.951943246,294.2455155287256,270.9909311095535,3.1040547405814856,1.846962358,2.3096051964719146,-0.850860016,291.1540407500128,1
AAPL,2016-05-30,344.4870006153268,344.97628374480195,342.5652018510058,343.8125674456384,2017305,252.50602002953653,69.21066740077299,-3.358793559,357.4259963149279,338.0351136990826,2.507623394761383,2.432149522187817,4.447698886185391,0.913676105,348.2776607268929,1
AAPL,2016-06-10,258.8597347559262,270.4718729548238,250.8873044803929,261.0027367493872,3925264,306.15492235869345,13.716360688427365,-3.260033512,268.8833577766845,246.50662251047007,3.457192276262632,2.576730046493225,0.7440597564063429,-0.664841993,261.0866175879698,1
AAPL,2016-06-10,256.5503415846464,262.1875983220782,246.54417084759436,256.0247356269174,4020297,315.1380640127918,10.396613963356804,-3.689197982,267.7205068685746,250.1910923,2.9393086052364796,2.8598907876654716,3.5297805754825395,0.3493615300119186,255.57871164702823,0
AAPL,2016-06-14,422.6695579679355,446.94538326377534,427.0635709511796,428.33567590535563,2946095,225.35303237409101,37.36724092519843,-4.336551026,434.1737001,421.66359637726055,2.595613904412894,1.6666084180814251,3.7791185600226838,0.8265333662563494,430.0089105278716,1
AAPL,2016-06-17,106.63166480060316,112.0987164442642,106.63801265156269,107.2802205197048,3832247,211.24083344329912,29.179269392576508,-1.74142112,115.67048461347676,101.86778031287504,3.1177489935430756,2.326958639589899,4.240505603652655,0.8705766349064166,107.39552684038682,1
AAPL,2016-06-23,197.87500071931305,197.47009186964857,192.53635179717884,197.20227844732074,1333620,298.0869368,88.38661362192585,-2.087436383,211.3064965807287,183.8246323,2.8447013988643866,2.252111482222812,3.500527746267828,0.6775749157879685,198.75260686952868,1
AAPL,2016-06-24,76.21265135999475,75.75586828,73.61887942149156,74.92118284004835,2833885,284.4764324842859,79.11541697652576,-1.665138504,87.65848346998263,65.26644156010391,2.703177283584055,2.6615131384320874,2.016586891095127,-0.206404654,75.35252809975749,1
AAPL,2016-06-27,209.2210897399695,211.81606429095388,207.72416935608229,208.1505138058252,2864186,252.3091038026769,47.80320756849356,-3.749516486,213.7913861743987,197.38614822071816,2.5949968249394986,1.6601543580084068,1.555671960802155,-0.20244013,206.98010540303176,0
AAPL,2016-07-01,412.1754181519233,406.9365486845464,386.8762136554883,406.1458651837043,3275282,303.11765658741524,50.94977341620765,-2.431886193,414.6881176621626,391.73973039541187,3.1459573923306374,2.397736219670793,2.6084726713629083,-0.024977228,412.4362080077798,1
AAPL,2016-07-22,307.15498264477264,303.38998378420376,295.1836397827285,301.8072479443897,2611638,267.42239079271695,14.038366348756881,2.521684022757311,308.5035120444631,293.06252740827523,2.7260370396161733,2.068187188724869,3.307323865274642,-0.69899388,303.89653842734776,1
AAPL,2016-07-22,312.77715051264045,325.4671606436999,307.3021069525504,312.99776652111444,1707392,327.9669445421491,31.595664948199527,-3.418424856,325.4333771676809,307.12712249338284,3.353821835855688,1.7475672794943948,4.352525304194258,-0.20075879,308.54855285367205,0
AAPL,2016-07-27,150.71531896599902,154.66969788401715,149.99100008387344,152.86763563930754,2188221,222.7802056649721,78.68585821868828,4.032912739194341,161.06528968628888,139.39450800304755,3.4795703852625612,2.735193803771268,3.714323010905372,-0.641758819,151.91982638211977,0
AAPL,2016-08-02,188.2977367988565,191.2193176396658,182.31651840431653,187.12679630506324,2036725,219.2533397475193,73.18229090769375,1.2966704861494849,199.28775610118493,180.0936138774035,3.004379485825875,2.0262829138834872,3.7555061605015285,-0.481356902,186.4217082159778,0
AAPL,2016-08-11,490.27442136833594,518.3604252003213,473.7374684598905,495.6359071534081,2553426,308.03998127766965,12.184992192371373,3.429243724,508.21579270759855,482.9519529415452,2.8639447827955746,2.2534259053404075,3.8722532862759467,0.47696569574702585,486.7965424224422,0
AAPL,2016-08-15,157.87976205120472,163.79022798899544,153.66324193166585,157.5613236181463,2600496,236.7325762195747,42.281984344565316,-4.497040099,163.20185580223017,149.74926550511742,2.778606656,1.890641733344622,0.5203108029065534,-0.579444358,159.01673032624043,1
AAPL,2016-08-22,296.47446266241855,313.80604099019286,287.99423031040567,300.80905956004756,627195,272.5352215667717,89.65583460403897,3.6761027669700432,313.8804548,290.63661624645914,2.5178351513415387,2.189187999965313,4.351059941474581,-0.274868443,302.01966322790327,1
AAPL,2016-08-24,272.81804859184984,281.6221241135625,267.85605448663284,270.6775323891967,269612,307.5405442876445,43.31571092,-3.501308409,278.6137818583026,260.45528785202356,3.1086037843918284,2.740739528765603,2.9589121914337646,-0.225238169,265.62974867230037,0
AAPL,2016-08-26,467.3639851,476.05989287706046,450.20271618730425,468.93201417365594,4203287,291.6781482719221,17.259030444921653,2.9374048944902142,475.23440708528096,457.08378549762324,2.6680407998411617,2.048270866178495,4.772069119289688,0.41651984879081017,467.9174864,0
AAPL,2016-09-22,417.47414853512424,428.53256592687785,411.6676672573302,420.15218596074317,2184875,222.64126091940136,72.26853115,-1.265874806,428.94092695387207,411.5568213730732,2.647455640303607,2.479526887365213,2.638564065446422,0.023983723699627424,424.8612679124527,1
AAPL,2016-09-26,318.05546021071035,334.6527622126286,311.8630109866893,319.45632327135866,3182870,291.3029358451986,32.56246218846479,-3.144773738,332.1189973987507,304.6650599245917,3.224941964702176,2.351901528400208,1.8423779314608901,0.087282702,317.18212665314303,0
AAPL,2016-09-28,487.8311671469196,518.0870085904786,483.53874581382365,496.86984637032566,1259701,265.3607472500842,60.43173274,-1.261587086,507.47151493165336,489.2270044260362,2.8152830921011396,1.6446415089443558,1.7387855749085457,0.9741750898980515,492.8700896967906,0
AAPL,2016-09-30,391.4448165019342,403.46279978429993,375.3292676182401,386.34502459576606,3810002,316.8245059449068,34.81601750905966,-1.249426173,399.8912538899363,372.35008301508435,3.4552371326729867,2.0768802150622188,3.105764564175939,0.6211859732261675,379.43062245508844,0
AAPL,2016-10-04,234.0918185934277,235.70392589989652,228.1091520355702,230.94765779389706,1189579,223.2890202561855,77.71087621,-0.045349528,236.61201232655097,216.53019201544228,3.339700261604478,2.5005012108242743,3.866674634140846,-0.421238885,235.44613530180163,1
AAPL,2016-10-11,486.3459880874975,490.2097360476141,468.1797616472771,482.7124576561062,3919301,364.4626874487604,83.40869107607469,-1.353432934,492.48414364192837,477.4789040015838,3.489643241529511,1.7523557821485103,1.8024343271743462,0.30230246621932033,477.2807833097254,0
AAPL,2016-10-19,94.53290979810203,98.8646753,94.05131588876787,94.22684931649249,1104832,260.1033878433547,83.10532161494707,4.673934545979174,103.04137232704795,86.17618835617264,2.567390120203589,1.7639670591555783,3.1589337672818565,-0.142913651,92.39148909781511,0
AAPL,2016-11-07,294.96446329013213,308.0317357965383,293.5372062595564,298.0656496636004,2846536,307.2981789144135,16.46215965037859,4.680691979,306.11805992141365,284.61680732180093,2.9251618385187106,1.8364449213953202,0.8119830503015588,0.40466399809144815,293.0106714135841,0
AAPL,2016-11-10,392.4313519,404.2100669831549,369.17788960716297,385.2189261150406,4047315,334.02477633808894,41.54890347890574,-1.759774081,390.8854139073818,377.97363877369537,3.3884595863944758,2.472656655595806,4.639233681317203,0.6107147382754061,383.1562043552313,0
AAPL,2016-11-10,434.20829721509506,440.3358575713954,410.8050985663041,427.92539675038734,4075538,302.21465703106475,23.419685840723723,-4.456397116,441.3557392722935,420.7061001258043,3.3349870025569097,1.6209927907520156,2.6731660875735606,0.14794781746877717,419.8447449348721,0
AAPL,2016-11-14,480.38381804009134,492.1595949291155,467.7535111031969,475.2144396,1598307,253.0744497503626,66.45961094955582,3.3225348074918077,486.0323120781575,462.6761048005635,3.294708905912541,2.0320506381155066,3.452740921874094,-0.63815825,469.9313092780715,0
AAPL,2016-12-05,151.68077888532898,157.3182528751191,143.73835682014158,149.87229856948514,1707190,268.32879488279605,38.45575552799785,-4.933937074,159.28615818474668,136.4493703178975,3.031405818827186,1.7916227864153949,1.5979299043313135,0.045938813,151.03461190740416,1
AAPL,2016-12-05,340.4716861316152,353.64475375991253,336.5777239159161,337.5582734815765,787031,299.94366888998474,52.11362574483789,-0.956671048,348.9427245758513,323.1704145486355,2.7580376325066194,2.0913346150283654,3.2401532334971193,0.27781315147057795,334.2941770989421,0
AAPL,2016-12-20,346.3764099478609,364.93252182587975,345.61993807193966,350.4752157500022,3664658,304.7451043567439,64.35806028254063,-3.894563044,357.02105118839603,343.0868288190029,2.949742594390587,2.1304500022965183,0.524418456,0.7686054707269565,350.9839339821128,1
AAPL,2016-12-22,148.47815376751225,153.15236111934692,146.09988791126025,147.42557069774122,1793197,270.71118053414875,31.23474157,4.275030329,153.5404144322836,133.75901823285471,3.180251450067903,2.157260178108434,1.090720133924088,-0.465031425,150.35329562834033,1
AAPL,2017-01-03,445.8739246711264,450.13583781072634,444.8349392418664,446.9053666045864,2582409,299.75097204173244,50.076281771592875,-0.605571979,455.93236326833204,440.62230316174424,2.647359369213179,2.5203059481032297,3.3014559312875917,0.4824474643360259,438.7058725911103,0
AAPL,2017-01-04,79.79030152003828,81.21789816220326,77.53313286068594,80.77432172359168,693986,287.70648936737723,18.829613624979906,1.4705562456208812,90.26078215462745,69.02233185680794,3.481555547850663,2.077862235532462,1.0915013220529772,0.5237751506585371,82.29122928826739,1
AAPL,2017-01-16,360.34436670738745,379.2439110308311,348.0515102885164,366.07598824124784,553376,256.9854690663922,63.848710458831064,0.917170286,380.9794592662098,354.1385898265847,2.558408084977865,2.442033956172258,1.6553725751569424,-0.762059736,368.24421084594843,1
AAPL,2017-01-27,218.1133213564156,232.7780489566485,219.29221041933556,221.78850385110056,1405365,220.17425247479528,83.97522262688808,-0.909124777,235.89367865663172,214.54136841122494,3.4983326851500856,2.6630813908123123,0.8728788558610197,-0.206221722,223.27863188643914,1
AAPL,2017-01-27,501.8039962728791,509.1586912961783,480.3883986984823,495.27857863663763,4808436,272.21651319655246,25.115970167354817,2.890342406307643,506.5413263274499,483.6455456998941,2.809878894026043,2.793952016638671,2.5010656548476486,-0.629013321,503.7982412759198,1
AAPL,2017-02-06,440.7334656736796,443.1046002253965,420.31008834563823,437.3942259,200420,283.39343259208323,61.38185698196564,3.4410672584159663,443.92699677944495,424.60072770802316,2.541267997,2.911933240883637,3.2212711989797462,0.46728255107344063,435.2456881121414,0
AAPL,2017-02-09,193.0285658489931,192.66312602524263,181.32354327116323,190.34955851639504,2842238,230.4290471106294,69.14903715304106,4.5893506684954275,197.19129803587037,179.30695397966454,3.3029361957884484,2.090623084465235,2.037894438334125,-0.830426824,190.1422036741078,0
AAPL,2017-02-14,341.0295746387333,346.60046603596703,333.6247976679444,337.0828140485323,1494788,239.37575704368356,10.129451108527876,-4.243603013,345.85625249822283,325.6591802979957,3.2567263106469033,2.8269710403821913,2.438377129757755,0.9833058215120425,339.41808004426235,1
AAPL,2017-02-15,185.3293836541059,195.06236494392166,184.10617401288442,188.80270554780873,2639589,268.5314039063341,38.98294225694045,4.523645096149881,193.98472053008882,180.39206068654735,2.830186121789655,2.1299394526876965,4.190209003500854,-0.552552567,186.54180224404206,0
AAPL,2017-02-16,392.89561459554915,403.7296377867792,391.3074062627721,395.3098624706388,947457,303.42946573541735,26.986936971742974,0.569384798,401.6532602242783,383.4662988755784,3.367331569312974,2.7283404028157943,1.5281693354202184,-0.157889607,402.58691196969664,1
AAPL,2017-03-14,261.80001950056374,264.5716586379162,261.75251396751594,263.0700522020731,618195,286.22178680757514,77.88884429603362,-1.439200315,268.7650393738532,254.93799104668807,2.9105084728419786,1.9761606809911156,0.7580862798266332,0.7206294409808534,265.23469463472924,1
AAPL,2017-03-23,370.6792217971636,372.4899585286512,363.14662157274614,363.77569262202945,4375380,278.0973183254793,56.8104945,0.3463990450968488,377.5937281,353.1052936603814,3.0399063782396274,1.8490192861870038,2.4501372539551243,0.5671370900942379,363.7016448907414,0
AAPL,2017-03-28,373.8647707,383.5071066280702,367.1203942751551,377.5365925314178,1783563,276.4310858763144,12.927001291231095,-2.940277597,384.92154899570505,366.3197135055536,3.481912449826523,1.6189255075370648,2.546258014113281,0.7201051997366257,371.1431624132679,0
AAPL,2017-03-30,299.97714879306943,311.8658778656406,292.98520376262366,302.1761058,2225316,210.81312209782186,22.382162903799863,-1.667005317,309.21996703762613,292.88930250429195,3.3089650320506405,2.3963309414573652,4.708021075169922,0.6937024925069764,304.48849770660894,1
AAPL,2017-04-10,100.49276535184825,102.39246181679168,96.7433618,99.46237822106622,2095836,250.26808649641328,82.53274268,-0.293265326,113.76408693392604,85.95982103,3.276922596409992,2.4669619211223415,0.6829779772275877,-0.498648455,99.85934581026201,1
AAPL,2017-04-12,103.56509689449581,104.9048541359875,98.7623383,102.62172438715471,3407620,190.97249067727313,58.96774864,-3.425179358,113.2249384995493,88.25903208070001,2.7788711644062585,2.485711566001419,4.281477161,0.081275935,102.26532026800541,0
AAPL,2017-04-12,102.45883513193641,105.1437865393035,100.99698170647405,102.51810821963244,4686166,293.2427249996517,27.665358621473814,-1.83858196,114.32003840995348,94.99057850606668,2.5101363508332613,2.5890375655213314,4.234440733647666,-0.385789574,104.31395776817409,1
AAPL,2017-04-18,243.4514733384445,253.98501587226565,239.99953014982927,247.63132784086707,2250711,312.61784775338197,74.92553301695268,3.5193108575553804,255.27710688502867,233.7907996635057,3.2143473478100173,2.7568925020705812,3.7937521159780445,0.6159510961179695,249.1409335539505,1
AAPL,2017-04-25,428.6639625024465,441.89516896408475,420.98612811796636,422.7878988394888,3264593,304.9606099310006,51.87587123771039,-3.531892568,435.43910962894574,409.16262653267484,2.655396502359287,2.0188012260653436,4.220032617093502,-0.623922315,416.05777536699236,0
AAPL,2017-05-03,469.1699106208698,483.8326509214494,463.2134418185251,467.3054637998514,430856,306.13322078733967,25.156119860497217,1.587672518804708,476.3818077379625,461.8934540610031,2.8520849830185644,2.5929726867685163,1.402347237987553,0.046860985777654074,468.9837485570586,1
AAPL,2017-05-05,227.07150804966437,235.98677173725264,225.37653048008585,226.17725187205954,4029888,332.0357652348745,67.48630675082049,-0.924859513,235.22753676230718,219.46614240299758,3.4701331412928336,1.953472705992111,0.8927367167112661,-0.33349768,224.7402674886516,0
AAPL,2017-06-09,159.8071622954234,168.8458218429159,159.56383210745838,161.4013398,1359310,231.48473033974955,18.496787722974155,3.0401690280318086,168.7320314321521,153.40769330094298,2.9184342887592565,2.950588804,4.225884698845421,0.15787391200208178,164.3787581525431,1
AAPL,2017-06-15,330.5798900131605,337.5899778438727,322.49260383394056,333.56159720452814,2569853,299.7242441995031,25.600956742089373,-4.640441526,344.8748832567437,324.79947834482647,3.278423104,1.5897971420703967,4.967888741463042,0.8286348585366325,331.44176597962445,0
AAPL,2017-06-21,334.46640832457905,336.3277255464028,322.2644318753979,331.3741033919435,756961,329.89488423212896,62.67866624177533,-1.470729733,339.27939310638436,317.9327057705361,3.1742668735671233,2.8805486500217268,0.5544461550206476,0.8296435294708198,333.7449475250595,1
AAPL,2017-06-22,504.6306247724815,515.3443513341186,488.7515054108471,499.18005254806786,4955687,362.09779563415464,55.83259579945849,-4.391875825,504.2667280597965,492.55252329253574,3.0209096386916787,2.703936514,2.6246388984445312,0.6804534216290155,507.8172021601225,1
AAPL,2017-07-04,215.12186512461238,221.83279819349326,209.17253032893035,219.23981517211962,1888364,184.74521093810728,39.557766193282745,3.3947935943757646,224.36839222092922,209.48973519833496,3.426891294855701,2.337268339735804,1.410499152290659,0.2706403066399745,221.72604614519258,1
AAPL,2017-07-12,318.6865762463802,326.7387472980451,319.3620748749643,321.40921144610263,3016356,243.0238262484317,74.76534610862046,-0.666857108,335.39764604970435,313.6485512280617,3.4996343114578963,2.3544537109210975,0.8792968085961401,-0.281522625,320.15544539889254,0
AAPL,2017-07-26,225.7225486976184,226.7005628495552,218.28159504534673,222.58175294351597,3575050,305.80388060984006,21.98023175524291,-2.438640374,232.97101591501686,212.3186214444726,2.524470770708942,2.4848606245511453,3.8368403663698842,-0.289584015,220.8772468968816,0
AAPL,2017-07-28,493.0713748,499.72522722884935,469.71562558092324,488.89641801871903,4546885,273.2573886885382,16.157416379707186,1.3302699902955055,497.7689862408799,478.72210534044507,2.5876248100611234,2.582165666432406,3.684640318028421,0.069951393,480.7854830101196,0
AAPL,2017-07-28,309.65649692912876,312.87658953257585,297.7431897291805,309.00441190839916,386831,240.88399844050218,25.596364480917426,-0.948825424,316.31837697154793,296.97162193791246,3.0479142457009702,2.642756758,4.331964624089254,-0.536593322,305.7693039805522,0
AAPL,2017-08-11,77.53571320827682,77.83748352,74.82025375560772,77.61172594031498,4832344,299.4582709615339,77.20498598434682,-4.639687075,86.48722485,70.12394047573703,2.561409866665394,2.272830952556561,4.952937450258965,0.5071087411114965,76.52857923620539,0
AAPL,2017-08-29,389.92033674805464,384.72939101949606,383.2640938750295,384.3661199,4570850,256.23600057976586,86.02329087616371,1.1871349194225145,396.0598189899387,377.55078780966966,2.742650364860836,2.3056351828737878,4.8597458976706855,0.5465522350870642,384.4470937158108,1
AAPL,2017-09-07,465.0049543950959,479.7780735,452.5352767153306,463.0848144073384,1784539,295.9578765,11.214779809778204,-0.162716583,472.4434939,449.14066366300693,3.4428675767779353,2.7141704509802533,4.730918862612195,0.082246169,461.9174992924808,0
AAPL,2017-09-13,208.0300896515336,212.8525240543717,195.7824439087956,204.34788819287937,3838013,250.36844798548356,39.54945955507968,-0.595423342,210.41926964451537,191.2687676942156,2.9645842282877837,2.0085479106792214,0.8343569731590588,0.9329295134187021,205.33049209473538,1
AAPL,2017-09-29,302.39303016796146,317.6456680095307,297.23911438672616,307.6955466519149,4622618,257.1407063473451,16.13321096125663,-0.144902292,316.5432888851714,294.2002833092919,3.1944934713031206,1.621904718583423,3.5330693865958924,-0.769370948,310.4648033631639,1
AAPL,2017-10-10,103.54659574153195,103.00958870191612,99.27289479650504,102.6848506,3067091,238.11040967276145,22.098280668998473,-2.756478077,113.22219399256599,93.44014597841488,2.5303539115204323,1.666332792189296,4.098818291510046,-0.511261143,101.34246570344922,0
AAPL,2017-10-13,224.37659678207658,223.61535165383313,220.83559434020833,222.89593113400477,1492755,219.09949081996882,64.88232634475816,2.7123218973276852,237.8382291049532,214.22967602039242,2.9094170991286856,1.6909106464051762,2.0132990452564234,0.4021104075093176,223.1396187936437,1
AAPL,2017-10-13,197.49261430001852,206.0038682829253,192.1588028,197.54002773238423,3034115,326.88629302444394,50.27569785639518,2.0198129110611003,210.46667748263064,183.22055225689945,2.937294760961606,2.6777585515478695,1.3937154068018702,0.9471623710090138,196.7703807861453,0
AAPL,2017-10-19,135.33356026469028,137.02664888510634,132.61314255167724,136.30234846912975,4546144,293.08924400982715,59.78624134614405,-1.301162178,144.50574832629744,125.77367793623931,2.908756720960543,1.9818928700726552,3.845297332920742,0.24270775334272443,135.81052639768805,0
AAPL,2017-10-30,235.50190077136537,244.8666571,240.0144580680512,240.1523412121465,2745114,257.9775447799337,51.303739131594085,2.171294967722087,251.71541655087154,235.09076023384023,3.0739707262339127,1.814417740015156,2.2255776024842233,0.026422783953264695,239.21268313167786,0
AAPL,2017-10-30,144.4580124157934,151.07477026030034,139.9147523017724,144.15773507329095,267780,238.8477605969032,69.78834857479305,1.6973209850115776,151.76277728703593,137.6174699789898,2.889800653848862,2.5300022992015276,2.414740763061048,0.4974066809677937,146.28144485537237,1
AAPL,2017-11-01,72.65912084875988,74.65326915465707,70.59968102845156,73.47630038317575,2712032,249.89537060216787,82.01396616833874,4.265372388975038,81.74120644746026,66.64824460264929,2.515186496030739,1.8823739752808584,4.025352360329674,0.6721258744540108,74.43964543,1
AAPL,2017-11-21,432.80517795093624,441.1101783917444,422.58160415154344,435.13526608284724,461163,267.4928869028745,85.81716296356983,-4.489809834,447.24688086849085,428.69461145023854,2.7053469554275074,1.7039721084985195,3.275458510505965,-0.547597813,439.5881746,1
AAPL,2017-11-22,61.014050978583505,61.34342250521762,57.36143858806698,60.13045820404213,1579698,297.9161865680336,73.85384713515663,2.8885485972049416,67.60077769330834,45.480727977139374,2.563125541440311,2.640575133293209,3.025866641495391,-0.767370438,59.863842070161894,0
AAPL,2017-11-29,475.10296468717274,501.0465873834709,474.5534156141665,484.17282919516254,3885854,281.1624509782246,37.69554057833077,3.805213507014191,494.14326748409206,472.0828294092904,2.6233560201279715,1.6664028411630296,0.9152583517633619,0.346223901,480.66712200130473,0
AAPL,2017-12-04,371.30928642976727,385.2616754,367.0555405,374.31600563617167,3115664,209.1550780506508,27.29346448607548,-0.317690635,382.15256815532314,368.29298222131894,3.276700667165269,2.8561241666966635,3.8297849144213267,0.6299510850272725,369.6858437066138,0
AAPL,2017-12-06,96.41205436964147,96.08217898689904,94.76224366,96.00638678903923,3773299,292.1511415500581,76.10749654181355,3.224741634243699,108.0308099291336,83.20598293144808,3.1053698377036483,1.5303646769903774,3.2000850219753003,0.2566191460305616,94.61870927,0
AAPL,2017-12-15,424.49390248226706,444.06390103533806,427.2895775505032,428.3718913899274,3066357,300.0542708550995,89.51841195556136,2.9716774599473785,433.9206679602489,419.63855045978823,2.9794964120741896,2.648879194085266,4.261481186613722,0.31917898798205213,428.58953146760916,1
